,fips,Sex ratio,Population under 5,Population 5 to 9,Population 10 to 14,Population 15 to 19,Population 20 to 24,Population 25 to 34,Population 35 to 44,Population 45 to 54,Population 55 to 59,Population 60 to 64,Population 65 to 74,Population 75 to 84,Population over 85,Population White (including Hispanic),Population Black,Population Native American,Population Asian,Population Mixed,Population Hispanic,Population White (not Hispanic),Total Housing Units,Poverty Rate,Disability Rate,Less than high school graduate,Some college or associate's degree,Bachelor's degree or higher,High school graduate (or equivalency),LFPR rate total,LFPR 16 to 19 years,LFPR 20 to 24 years,LFPR 25 to 29 years,LFPR 30 to 34 years,LFPR 35 to 44 years,LFPR 45 to 54 years,LFPR 55 to 59 years,LFPR 60 to 64 years,LFPR 65 to 74 years,LFPR 75 years and over,LFPR White,LFPR Black,LFPR Hispanic,Unemployment rate total,Unemployment rate 16 to 19,Unemployment rate 20 to 24,Unemployment rate 25 to 29,Unemployment rate 30 to 34,Unemployment rate 35 to 44,Unemployment rate 45 to 54,Unemployment rate 55 to 59,Unemployment rate 60 to 64,Unemployment rate 65 to 74,Unemployment rate 75 years and over,Unemployment rate White,Unemployment rate Hispanic,Unemployment rate Black,Unemployment rate Male,Unemployment rate Female,Total Population,STEM,Service,Office,Infrastructure,Supply Chain,Margin,Result
357,12131,102.4,5.9,4.9,6.3,5.1,4.5,12.2,12.3,13.6,8.2,7.6,12.3,5.4,1.8,86.8,4.6,0.6,1.0,3.9,6.2,84.3,51996,0.08429852670020228,0.09758149692987952,0.06913589087198582,0.22385922199745797,0.1728934319113514,0.19142156423980952,58.0,45.5,90.4,72.8,78.1,80.2,75,62.7,51.5,23.1,6.0,58,46.2,70.5,4.8,20.5,11.2,5.6,3.1,4.1,3.6,2.5,3.9,0,3.4,4.5,6.8,11.6,3.6,5.5,21412,0.3935176536521577,0.15822903045021483,0.26176910143844573,0.11395479170558566,0.07252942275359611,-0.5172382237880625,R
358,12133,118.1,4.7,5.5,5.9,5.6,6.0,14.3,12.7,14.0,7.7,6.3,10.4,5.1,1.8,79.7,15.2,1.4,0.7,1.7,3.7,77.4,10922,0.14394456914218795,0.09778471747828633,0.11944959500341563,0.203815750951498,0.07885234702839855,0.2621255001463843,45.5,36,59.3,58.0,62.5,58.1,61.8,48.0,37.3,14.7,3.0,47.4,33.4,52,8.9,34.5,13.9,16.7,9.8,6.9,6.3,1.1,0.0,3.4,0,8.4,7.3,7,7.3,8.6,5926,0.31640229497131284,0.21059736753290584,0.16284171447856902,0.18764765440431994,0.12251096861289233,-0.6107730996998458,R
359,13001,102.1,6.7,7.6,6.1,7.4,5.6,11.6,11.4,13.0,7.4,6.4,10.2,5.1,1.6,74.6,19.3,0.5,0.4,0.9,9.9,69.1,8567,0.13767914289689717,0.08487546959788507,0.14442743843049952,0.17997773758174482,0.0682482259635453,0.24606929177681924,52.1,23.9,60.3,81.4,66.7,73.4,71.3,55.7,43.0,21.3,8.5,52.9,45.3,61.5,4.1,9.6,10.5,2.5,0.0,4.7,2,6.9,1.6,6.7,0,3.9,1,6.6,4.3,3.2,5406,0.31724010358860527,0.13078061413244543,0.16111727709951906,0.2121716611172771,0.17869034406215317,-0.14227910322503298,R
360,13003,102.9,6.4,8.0,8.0,10.0,4.6,12.0,13.7,11.8,7.3,4.7,8.7,4.0,0.9,75.2,17.5,1.0,0.0,0.1,24.9,56.5,3512,0.1669060156374661,0.11377054411999361,0.2103079623424286,0.13722674325833734,0.07276208712302537,0.2312111057922451,56.5,34,77.4,78.9,70.1,60.2,85.7,66.7,47.3,21.4,5.3,56.7,50,61.2,8.0,10.2,11,12.9,9.6,2.3,8,12.8,4.9,0,0,10.3,1,9.9,6.0,11.0,2449,0.26092282564311964,0.10208248264597795,0.13352388730093917,0.19926500612494896,0.3042057982850143,-0.11687797147385103,R
361,13005,95.5,7.1,7.6,6.7,6.3,6.7,13.2,13.3,11.2,7.4,5.2,9.3,5.1,1.0,80.0,15.2,0.0,0.2,2.9,8.3,73.5,4797,0.15963855421686746,0.13113994439295645,0.12488415199258572,0.19925857275254866,0.055491195551436515,0.27293790546802593,49.8,26.2,68.2,60.7,61.5,65.8,69.6,53.8,42.1,16.7,4.8,51.5,35.1,66.7,4.5,11.5,9.6,5.3,14.2,3.5,0,1.4,0.0,0,0,3.8,0,14,2.2,6.8,3127,0.32331307962903744,0.14550687559961625,0.1784457946913975,0.13143588103613688,0.22129836904381195,-0.1817159383033419,R
362,13007,95.5,3.2,6.6,5.9,7.1,5.3,9.7,11.4,15.1,5.5,6.4,13.6,8.4,1.7,54.6,39.7,0.0,3.1,0.5,5.5,50.6,1924,0.16294555424990206,0.10693301997649823,0.1073247160203682,0.1981981981981982,0.08695652173913043,0.19741480611045828,46.0,19,74.9,67.4,73.1,80.4,56.3,71.5,46.2,7.5,2.8,43.5,45.3,65.6,7.1,7.7,0,0,0.0,20.9,7.9,0.0,0.0,0,0,5.2,0,11.9,9.2,4.5,811,0.2651048088779285,0.10974106041923551,0.2157829839704069,0.19852034525277434,0.21085080147965474,-0.03938906752411576,R
363,13009,102.3,4.9,5.7,5.1,10.2,11.7,11.7,10.5,12.1,6.3,6.5,9.4,4.5,1.5,53.7,42.3,0.2,1.8,1.6,2.3,52.4,20588,0.1527700055959709,0.09643723185972766,0.06595251418978336,0.16241639352999174,0.13534255336157966,0.20150824739520878,53.6,32.5,64.9,84.8,88.1,81.5,65.3,51.2,37.7,17.1,4.9,53.4,53.1,66.7,8.2,38.7,9.8,8.8,5.2,2.7,7.2,0.0,6.2,5.5,0,6.3,7,10.4,6.8,5.2,12286,0.3520266970535569,0.1921699495360573,0.17263552010418362,0.13600846491942048,0.1471593683867817,0.003246397457673552,D
364,13011,101.0,5.4,6.0,7.1,6.8,5.4,11.7,12.7,14.7,7.4,6.4,10.4,4.9,1.2,93.0,2.6,0.5,1.1,1.1,6.9,87.8,7739,0.08831985023734706,0.12422277194624591,0.14735575315905597,0.1698201510998195,0.09340108310490071,0.24991642709099418,54.4,38.3,74.5,77.3,71.9,75.1,70,56.1,44.9,15.7,4.2,53.3,73.9,63.5,4.9,4.8,16.5,7.1,8.7,1.8,3.8,1.9,1.9,0,0,5,7.7,0,6.3,3.8,5676,0.2785412262156448,0.12121212121212122,0.1945031712473573,0.1601479915433404,0.24559548978153628,-0.1949494375639132,R
365,13013,96.2,6.9,7.5,7.5,6.5,5.8,14.7,14.2,13.3,6.3,4.9,8.0,3.4,1.0,78.8,11.8,0.2,3.7,2.5,10.9,71.3,28423,0.0857746455627259,0.09458812655762597,0.09902787634719173,0.23052039149020448,0.13444684678737065,0.23207182821964384,64.8,39.3,78.5,81.8,81.2,82.8,78.3,68.6,52.8,20.6,9.3,64.2,68.1,66.7,5.0,14.5,7.7,7.5,4.5,3.5,4.3,2.7,2.9,4,0,4.3,7.5,7.6,5.1,4.1,27487,0.33317568305016915,0.10415832939207625,0.2409866482337105,0.13064357696365556,0.19103576236038855,-0.10779647161203555,R
366,13015,97.6,6.5,6.6,6.9,6.5,6.4,13.1,12.9,14.3,7.5,5.3,8.6,3.8,1.2,83.7,10.4,0.3,0.9,2.4,8.6,77.5,41072,0.09418786621538014,0.09222258616297267,0.10198832963326904,0.2214458152879378,0.13323870873821742,0.22125171355436668,61.4,32.1,74,79.1,81.8,80.5,77.7,69.1,48.7,19.3,4.9,60.8,61.3,67.7,4.7,14.5,7,5,4.5,3.2,4.9,4.1,3.4,1.6,0,5.1,1.1,4.9,3.8,5.4,35773,0.3296899896570039,0.12073351410281498,0.21907583932015767,0.1312721885220697,0.19922846839795377,-0.12672637565141578,R
367,13017,91.5,6.4,4.4,9.8,7.7,6.2,10.0,11.8,13.1,7.2,6.7,10.0,4.9,1.8,59.7,36.6,0.0,0.7,1.0,6.1,55.8,8001,0.16862951016427874,0.09219113344835346,0.09879228865051384,0.18040657114995123,0.06841197209511665,0.2758232690720876,49.3,31.4,54.8,69.7,84.4,65.9,68.5,57.2,25.7,21.0,9.3,52.7,40.9,59.9,5.8,24.2,5.9,2.8,2.4,3.0,7.7,6.0,6.5,0,8.5,4.8,10.7,7.3,9.1,1.2,4540,0.24008810572687225,0.10903083700440529,0.22973568281938325,0.12599118942731277,0.29515418502202645,-0.06547256097560976,R
368,13019,96.1,6.3,7.7,6.0,6.2,4.9,12.6,12.7,13.3,6.9,5.9,10.8,4.8,1.9,83.0,11.7,0.5,1.1,1.7,5.1,81.8,8798,0.16678868552412646,0.12472545757071547,0.12179700499168053,0.17550748752079867,0.0740765391014975,0.28279534109816973,52.3,20.9,66.7,72.4,65.3,70.3,74.7,61.8,39.9,21.3,5.6,51.8,53.7,62.6,5.2,2.7,11.8,3.9,15.2,2.7,3.9,5.5,1.8,1.6,0,5.7,4.2,2.5,6.1,4.9,5707,0.2602067636236201,0.12808831259856318,0.17434729279831784,0.18836516558612232,0.24899246539337655,-0.1662792199405915,R
369,13021,88.5,6.9,6.8,6.8,7.0,7.3,13.6,11.5,12.2,6.5,6.3,8.9,4.2,2.0,40.2,54.4,0.2,2.0,2.2,3.3,38.3,70130,0.15475447487330554,0.10282014795582961,0.07417763021028367,0.20545722345657438,0.16781919098617804,0.1907614981984006,57.1,30.1,72.4,79.6,78.1,80.1,69.5,63.0,45.0,21.8,7.7,56.2,57.4,65.3,7.2,23.5,12.6,10.8,8.5,5.8,3.6,2.9,2.4,2.6,1.8,4.2,4.2,9.9,6.4,7.0,43983,0.381852079212423,0.16203987904417616,0.23941068139963168,0.06968601505126981,0.14701134529249937,0.05961342899918082,D
370,13023,89.6,5.9,5.6,5.8,12.2,9.2,10.3,9.9,11.7,5.7,6.0,10.0,6.0,1.7,69.9,27.5,0.1,0.2,0.8,3.0,68.6,5323,0.09299655568312284,0.10026789131266743,0.03128587830080368,0.18025258323765786,0.10495598928434749,0.21833141982395712,46.3,22.1,49.2,65.3,73.4,72.2,70.4,62.3,37.4,18.8,6.4,52,32,56.6,6.2,13.1,23.6,7.3,9.3,0.0,2,0.0,1.4,7.9,0,4.9,15.3,10.8,4.5,7.0,3516,0.3054607508532423,0.14306029579067123,0.21217292377701935,0.18543799772468714,0.15386803185437997,-0.13218541885734314,R
371,13025,96.2,6.0,7.4,6.1,6.9,5.6,11.5,12.0,14.4,7.5,6.6,10.1,4.8,1.1,93.9,3.5,0.3,1.1,1.2,2.2,92.2,8173,0.13788677205783,0.15565464126469397,0.14058910957978651,0.16957167950276988,0.053506282934738546,0.29570328334008916,48.9,29.3,59.3,52.5,62.2,78.2,54.8,58.4,42.6,23.9,4.6,47.8,54.9,46.3,5.8,22,9.7,12.2,4.1,4.8,2.5,4.1,0.0,8.8,0,4.1,0,27.1,2.8,7.3,5392,0.26965875370919884,0.13594213649851633,0.1875,0.2218100890207715,0.18508902077151335,-0.20307255357603923,R
372,13027,95.4,6.3,5.8,6.5,6.8,3.6,12.9,11.3,13.2,5.8,8.8,11.1,6.5,1.3,59.6,35.9,0.0,0.4,1.2,5.9,56.5,7791,0.1294571153228397,0.10592675875361388,0.08480565371024736,0.2348217153870864,0.12335367812399614,0.20920334082878253,53.2,31.3,61.6,72.3,76.9,74.4,75.8,51.6,52.0,21.2,7.7,56.8,46.1,61.7,8.2,49.6,10.1,10.1,11.1,9.6,4.5,5.1,0.0,0,0,2.7,7.9,20.6,6.0,8.2,4533,0.2645047429958085,0.21597176262960513,0.21817780719170526,0.09309508052062651,0.2082506066622546,-0.05176056338028169,R
373,13029,99.4,7.3,8.5,8.5,7.6,5.1,13.5,16.4,12.4,5.8,4.4,6.6,2.9,1.1,77.0,14.4,0.4,1.4,4.3,7.1,73.1,14292,0.08238636363636363,0.08595571095571096,0.04702068764568765,0.2525859557109557,0.24402680652680653,0.16531905594405594,68.1,40.7,81.5,79.8,80.4,80.0,86.6,81.9,66.5,20.7,3.4,66.7,75.7,72,6.9,20.1,16.9,7.1,8.6,4.6,5.1,4.8,0.0,3,0,5.8,6,12.1,6.7,5.8,11951,0.4669065350179901,0.12852480963936072,0.17387666304074972,0.12291858421889382,0.1077734080830056,-0.08792174320524836,R
374,13031,96.2,5.7,5.0,6.0,12.0,15.3,13.9,10.6,10.4,4.9,5.0,6.9,3.2,1.0,65.1,27.9,0.4,1.3,3.5,4.0,63.5,31135,0.188133719905813,0.08942959201653078,0.06272725816527576,0.1917858687468965,0.15233305034519215,0.13902192891124318,59.8,31.8,61.1,82.6,86.5,82.7,75.5,68.2,49.9,27.3,5.8,58.4,64.3,64.6,8.0,33.6,11.6,7.5,4.6,4.3,4.2,3.6,2.9,4.5,0,5.9,7,12.5,6.3,6.2,21034,0.37377579157554436,0.13354568793382143,0.18365503470571456,0.14799847865360843,0.1610250071313112,-0.05935879537295572,R
375,13033,90.8,7.3,5.4,9.0,6.6,6.3,12.3,11.4,12.5,6.9,7.3,9.4,4.1,1.5,48.8,48.1,0.0,0.3,1.2,3.2,47.3,10064,0.1151490640166397,0.0940027732840305,0.1097758262075341,0.19852091518373008,0.08267853015946383,0.26444418765888605,56.9,36.5,66.4,70.9,71.8,83.8,74.8,60.9,46.6,20.9,7.2,55.8,57.3,63.1,4.4,3.5,17.8,2.4,1.4,6.0,1.4,1.5,0.0,7.9,0,2.1,1.3,6.6,5.2,3.2,6878,0.24512939808083745,0.14102936900261703,0.15135213724920035,0.19758650770572841,0.26490258796161675,-0.0044692998876825155,R
376,13035,114.2,5.5,5.3,6.3,5.4,7.0,15.6,12.7,14.0,7.2,5.6,9.7,4.7,1.0,68.0,29.0,0.0,0.4,1.4,3.2,66.0,9429,0.12484037390815753,0.08550850487817337,0.12887572150993512,0.16381468049241457,0.08591714767329009,0.29953516882055475,51.0,50.5,61.2,62.8,58.0,64.1,62.1,52.9,40.4,25.7,6.9,53.2,44.2,49.1,4.8,3.7,8.9,6.8,4.9,5.3,1.5,8.5,0.0,1.8,12.6,2.6,3.8,11.7,6.2,3.6,6847,0.32700452753030523,0.12910763838177303,0.22184898495691543,0.1317365269461078,0.1903023221848985,-0.10899668677257666,R
377,13037,157.3,3.2,3.8,7.1,5.8,6.1,15.8,15.7,14.6,5.4,7.5,8.7,4.5,1.8,34.0,60.5,0.0,0.6,1.6,4.7,32.6,2399,0.11780973451327434,0.061946902654867256,0.18399705014749262,0.19487463126843657,0.057706489675516226,0.2551622418879056,35.6,17.8,44.3,33.1,31.2,44.1,52.3,44.1,35.2,22.9,2.0,41.5,33.5,25.2,13.2,0,22.7,47.2,18.0,14.3,6.2,11.2,1.2,0,0,4.9,0,20,7.8,20.1,1332,0.3325825825825826,0.1816816816816817,0.17867867867867868,0.1569069069069069,0.15015015015015015,0.03840018231540565,D
378,13039,106.8,7.2,6.8,6.5,6.8,9.5,16.0,11.2,11.4,6.7,5.2,8.2,3.8,0.7,73.0,18.8,0.7,2.2,3.5,6.7,69.8,22044,0.08638806256597256,0.08182995873716534,0.05292198445446694,0.23459840706266194,0.14972171576624124,0.20729776413012188,65.0,50.2,83.9,76.3,83.3,84.4,79.6,70.3,46.3,20.0,3.2,64,64.1,78.3,7.0,27.1,11.6,10.2,4.9,7.0,3,4.0,1.3,1.1,0,4.9,4.5,14.9,5.4,6.8,16154,0.359725145474805,0.1449176674507862,0.2170360282283026,0.14900334282530642,0.1293178160207998,-0.07687436676798379,R
379,13043,97.6,5.3,8.5,7.9,6.4,5.4,12.1,11.4,12.4,8.2,5.0,10.9,4.8,1.9,67.0,25.4,0.0,1.7,2.3,11.8,60.6,4770,0.18815663801337154,0.10159980897803247,0.1474450811843362,0.180396370582617,0.07927411652340019,0.22648042024832857,55.3,38.1,73.7,83.8,67.9,76.3,73.6,59.0,48.2,17.1,8.7,53.6,58.3,63.3,5.2,0,18,1.9,9.8,2.9,4.1,7.1,3.1,0,0,4.6,1,8.3,4.9,6.8,3056,0.2522905759162304,0.16328534031413613,0.2231675392670157,0.14528795811518325,0.21596858638743455,-0.10516813360415256,R
380,13045,94.8,6.3,6.2,7.1,8.2,8.9,13.5,12.4,12.6,6.2,5.2,8.2,4.0,1.1,74.7,19.3,1.0,0.8,1.7,6.9,70.3,45374,0.1156264492401937,0.10416194821022207,0.08646369215172399,0.2025323281672976,0.13740145166682843,0.2043226453554211,61.6,34.8,80.1,82.8,86.2,78.2,77.2,66.8,48.8,18.2,4.0,59.4,68.7,69.7,7.1,23.8,12.7,5.5,5.2,7.1,3.5,4.1,4.1,3.3,0,5.6,6.6,10.8,6.1,6.6,38357,0.3310477878874782,0.1257397606694997,0.20872330995646166,0.11619782569022603,0.21829131579633443,-0.09746851709072218,R
381,13047,92.2,5.7,6.3,6.7,6.6,5.9,12.1,13.0,13.8,6.2,6.6,10.2,5.7,1.3,92.3,2.2,0.4,1.3,2.3,3.0,90.9,27359,0.0638529560858382,0.10232243771473631,0.07228282297279537,0.23214989767756228,0.14227512532151776,0.20053320316166945,61.3,40.3,80.2,78.1,82.7,81.6,78.3,72.7,52.2,21.8,12.8,60.9,64.9,76.1,4.2,12.4,11.4,3.4,2.7,4.1,1.6,5.1,1.8,1.2,2.9,3.9,6.7,0.4,4.0,3.9,22436,0.3518452487074345,0.09997325726510964,0.2491531467284721,0.11075949367088607,0.1882688536280977,-0.13986899027398522,R
382,13049,133.5,5.5,4.1,7.1,7.6,5.6,13.2,12.9,16.9,6.1,6.2,8.4,5.1,1.3,66.4,26.2,2.0,0.7,2.8,8.4,61.1,4524,0.14665289644164867,0.12843864425875504,0.1671204581729415,0.1703126466998404,0.056238850812130314,0.28279034832410105,43.8,32.7,66.6,43.6,59.0,59.5,53.5,38.2,47.9,10.9,5.1,50.8,40.8,8.3,12.0,22.9,33.6,0,31.4,11.9,0.8,5.9,2.1,5.9,0,10.1,0,19.2,11.1,12.3,3196,0.2453066332916145,0.19899874843554444,0.139549436795995,0.18178973717146432,0.23435544430538172,-0.12680683311432325,R
383,13051,92.8,6.4,6.0,5.7,6.5,8.0,16.5,12.3,11.6,6.4,5.6,9.0,4.3,1.7,52.7,39.9,0.3,2.6,2.9,6.4,48.5,125272,0.10272678881123684,0.08605783264934663,0.06022803372426464,0.21884712468018613,0.21804437041743222,0.1523043769424936,65.7,42.7,78.1,84.6,84.5,83.4,82.9,69.8,58.9,27.3,6.8,64,67.3,71.7,7.5,32.3,12.5,6.1,5.8,6.7,5.3,4.9,3.6,3.6,7.2,5.1,6.8,10.9,6.6,6.5,97280,0.412109375,0.16849300986842106,0.1964638157894737,0.08372738486842106,0.1392064144736842,0.04687640533653126,D
384,13053,186.6,8.4,6.3,5.0,11.8,20.1,23.9,10.6,5.6,1.8,3.4,1.8,1.2,0.2,67.6,21.5,0.3,3.6,3.6,15.9,57.6,3341,0.07509222896584553,0.04879209806021659,0.024396049030108294,0.2120671188861121,0.1758895632512198,0.15696774961323337,80.1,86.2,93.6,87.9,81.1,74.9,70.2,81.3,35.8,20.8,11.0,80.2,75.2,90.5,11.3,11.4,19.7,12.3,4.6,7.2,12.6,9.0,8.6,32.5,0,14.3,7,5,8.7,13.2,1428,0.4733893557422969,0.10014005602240897,0.19257703081232494,0.09803921568627451,0.13585434173669467,-0.03365992414664981,R
385,13055,107.6,5.8,6.5,6.5,5.9,6.3,12.4,13.1,13.0,6.6,6.5,10.1,5.5,1.8,85.7,10.5,0.1,0.2,1.4,5.2,82.8,10981,0.12028408804714652,0.1005389613660404,0.1535788042109505,0.17916687654258803,0.058983528937692035,0.25361406336573816,48.6,30.6,53.5,61.6,67.3,67.3,64.9,57.3,45.0,16.2,6.5,52.5,17.6,56.2,5.6,32.5,7.1,7.4,10.7,4.8,1.8,4.6,0.4,0,3.4,5.7,0,8.7,4.8,4.8,7046,0.20536474595515186,0.10786261708770933,0.1816633550950894,0.1449049105875674,0.36020437127448196,-0.15447761194029852,R
386,13057,96.9,6.0,6.5,7.8,6.8,5.6,12.0,14.0,15.2,6.6,5.9,8.8,3.7,0.9,86.3,7.0,0.4,1.8,2.4,10.5,78.7,92193,0.048552363835435326,0.06395318810490326,0.04783448503816636,0.21915445239792178,0.2772354952330782,0.1427752471259025,68.3,40.9,80.8,85.8,83.2,86.4,85.1,75.7,63.0,28.1,5.5,67,77.1,74,3.7,12.5,6,4,2.4,3.1,2.5,3.7,3.1,2.9,3.5,3.6,2.6,5.6,3.0,3.6,92888,0.4832271122211696,0.10554646455946946,0.23376539488416156,0.09132503660322108,0.08613599173197829,-0.09803390181592211,R
387,13059,90.8,5.3,4.7,4.9,11.2,17.7,16.6,11.2,8.9,4.6,4.3,6.4,3.2,1.0,63.3,27.9,0.1,3.9,2.7,10.8,55.0,52941,0.2268503293337217,0.07493399231398047,0.06227742959963167,0.1332744510321629,0.24027737322296033,0.10503913480601727,61.0,29.8,63.8,79.7,85.2,81.1,77.6,71.1,49.4,27.0,6.8,59.7,64.1,67.5,5.2,22.3,5.1,4.7,4.2,4.0,4,3.6,0.8,2.2,0,4.7,4.7,6.8,4.8,3.7,36234,0.4643980791521775,0.15463376938786774,0.1615885632279075,0.06444223657338412,0.15493735165866312,0.10520522860538055,D
388,13061,93.6,3.8,5.2,6.4,6.3,4.0,10.5,10.7,9.6,8.9,8.9,13.8,9.1,2.9,35.8,62.4,0.0,1.0,0.2,0.4,35.4,2073,0.23011363636363635,0.11444805194805195,0.09821428571428571,0.22849025974025974,0.04707792207792208,0.2086038961038961,42.7,26.7,97.4,14.2,90.4,67.0,79.2,51.3,50.0,16.0,0.0,45.2,39.9,0,12.9,35,14,0,4.9,17.5,13.3,0.0,20.6,10.8,0,2,0,20.4,16.4,7.3,587,0.29982964224872233,0.19080068143100512,0.282793867120954,0.09028960817717206,0.1362862010221465,0.026673640167364017,D
389,13063,88.0,7.6,7.7,8.2,7.3,7.2,15.5,13.3,13.1,5.9,5.1,6.2,2.2,0.7,16.3,69.3,0.2,5.1,3.0,13.2,10.1,105593,0.11619047619047619,0.08462316284538507,0.10126748971193415,0.22982716049382715,0.1421328630217519,0.23338741916519695,66.1,28.7,70.5,82.7,82.2,81.8,79.9,70.4,51.9,25.3,8.1,48.1,69.5,67.1,7.6,23,15.1,8.5,8.0,6.3,4.3,5.0,5.3,3.7,4.7,7.4,4.2,8.4,6.9,7.5,94765,0.273835276737192,0.1810267503825252,0.2283754550730755,0.09997361895214478,0.21678889885506253,0.17727470981983906,D
390,13065,102.2,6.9,6.8,8.3,7.2,4.6,10.8,13.6,13.4,7.5,5.4,9.2,5.1,1.3,65.6,28.4,0.0,0.0,2.2,4.2,65.1,3016,0.28216660148611655,0.12807978099335157,0.1771607352366054,0.1851779429018381,0.06276886976926085,0.2381697301525225,46.4,21.7,69.3,78.4,86.5,54.4,48.4,67.5,18.9,25.3,0.0,46.2,46.1,41.4,6.0,24.7,12.1,14.3,12.4,2.6,0,0.9,0.0,0,0,4.6,0,11.3,4.8,6.4,1708,0.3261124121779859,0.09250585480093677,0.1873536299765808,0.17388758782201405,0.22014051522248243,-0.11854050279329609,R
391,13067,93.8,6.3,6.7,6.7,6.7,6.5,14.6,14.2,14.4,6.6,5.4,7.6,3.1,1.1,58.6,27.6,0.3,5.4,3.1,13.0,51.9,300047,0.06287855135810178,0.05300098725012868,0.05277653551147151,0.18383609960256853,0.3437469939499287,0.11957371045725713,70.2,35.7,77.3,85.6,86.1,86.4,87,78.8,62.3,29.7,7.8,66.5,76.8,73.7,4.4,16.7,7.5,4.4,3.4,3.6,3.4,2.9,4.2,4.1,1.6,3.8,4.6,5.9,3.6,4.4,294330,0.5111711344409336,0.11080419936805626,0.20816770291849285,0.07640403628580165,0.09345292698671559,0.03580163354040422,D
392,13069,106.2,6.8,7.7,5.9,6.9,7.2,13.9,13.2,13.5,6.0,5.4,8.6,3.9,1.1,67.8,28.5,0.0,0.8,1.4,11.7,58.1,17286,0.1169906514319632,0.1208784686155216,0.15661077311173766,0.17441756937231043,0.09045852500370975,0.2416382252559727,52.3,25.4,74,65.9,57.3,68.3,65.8,56.1,42.6,21.5,4.5,54.5,44.4,62.7,4.0,10.7,4.3,8.8,4.0,4.1,2.8,1.2,0.0,0,0,3.5,5.6,4.6,4.1,3.7,12881,0.3320394379318376,0.11784799316823227,0.1791786351991305,0.11466501048055275,0.25626892322024686,-0.09969436045747337,R
393,13071,97.9,6.9,7.3,7.8,6.7,6.6,12.7,12.8,12.6,6.3,5.2,8.9,5.1,1.3,63.8,23.4,1.1,0.8,1.6,19.2,55.9,18650,0.16359513147318866,0.09039499368469399,0.15440923182914226,0.15857159260535078,0.08181191870478816,0.2525548283385004,58.2,27.2,78.4,76.2,75.1,79.5,68.1,62.8,49.4,27.3,10.4,54.5,59.7,71.3,7.8,16.2,14.5,12.4,6.3,6.4,6.3,6.2,3.3,2.7,0,6.6,7.5,11,5.5,10.7,13174,0.270229239410961,0.12425990587520874,0.1970548049187794,0.1966752694701685,0.21178078032488235,-0.11798171982839023,R
394,13073,95.9,6.4,7.3,7.3,6.7,5.9,13.8,14.0,13.3,6.2,5.8,8.2,3.8,1.2,73.9,16.7,0.3,3.9,4.2,6.7,68.7,57373,0.052231718898385564,0.08151741485074819,0.04021115132226243,0.23249745471967695,0.260884816440372,0.1522548189214856,64.6,30.4,74.7,87.4,81.4,79.0,81.8,71.4,61.2,25.0,8.0,62.9,69.5,75.9,4.5,11.1,12.1,7.6,3.0,3.1,4,2.0,1.7,1.1,0,3.4,4.8,7.7,5.0,4.0,49539,0.490562990774945,0.11982478451321181,0.2038999576091564,0.08829407133773391,0.09741819576495286,-0.06446158428374639,R
395,13075,91.9,6.5,6.9,7.6,6.9,6.2,11.9,12.6,13.3,6.0,6.2,9.3,5.2,1.4,68.7,27.0,0.3,0.7,2.0,5.8,64.7,7419,0.14704555705908887,0.11344158773116825,0.11479476770410464,0.20854006916253195,0.08983611486994438,0.23131859870696136,56.8,28.3,72.5,78.3,71.5,79.0,66.4,67.0,43.0,29.0,13.7,56.4,54,75.1,5.6,25.4,13.7,4.9,8.9,6.0,1.9,2.6,0.0,0,0,4.6,5.9,8.9,5.9,4.9,5355,0.2853408029878618,0.10065359477124183,0.20709617180205417,0.16619981325863678,0.24070961718020542,-0.1009594882729211,R
396,13077,94.9,6.1,6.8,7.4,7.0,5.8,12.2,13.3,15.2,6.8,5.9,8.5,3.9,1.1,76.4,17.9,0.3,2.1,2.2,7.0,71.0,54626,0.07430323947817845,0.06683714983145414,0.06552276039664161,0.21512173749765287,0.21567610583070307,0.18738543799569024,66.1,44.4,76.9,86.2,83.0,84.4,82.3,73.1,54.3,25.3,6.8,65.9,67.1,68.4,4.1,10.6,7.5,8.4,4.1,3.2,2.2,3.0,1.2,2.2,0,3.1,6.1,7.5,2.7,5.2,53061,0.39556359661521645,0.11270047680970958,0.20781741768907483,0.10819622698403725,0.1757222819019619,-0.08883904738342947,R
397,13079,111.0,5.4,5.4,6.4,7.3,4.8,10.3,12.0,14.4,9.0,6.9,11.8,5.2,1.0,74.9,22.0,0.1,0.2,1.2,3.3,73.3,5362,0.12807734476228447,0.11372470846207515,0.08571713345958337,0.2397089604305791,0.07714542011362503,0.24399481710355825,51.4,44.6,74.6,69.5,53.8,67.2,71.5,66.3,44.6,13.4,2.7,52,44,85.7,8.5,21.4,32.6,6.1,0.0,5.6,6.7,7.3,0.5,0,0,9.7,0,6.6,7.9,8.1,3649,0.2581529186078378,0.161962181419567,0.21238695533022747,0.17922718553028227,0.1882707591120855,-0.1152490986561783,R
