,fips,Sex ratio,Population under 5,Population 5 to 9,Population 10 to 14,Population 15 to 19,Population 20 to 24,Population 25 to 34,Population 35 to 44,Population 45 to 54,Population 55 to 59,Population 60 to 64,Population 65 to 74,Population 75 to 84,Population over 85,Population White (including Hispanic),Population Black,Population Native American,Population Asian,Population Mixed,Population Hispanic,Population White (not Hispanic),Total Housing Units,Poverty Rate,Disability Rate,Less than high school graduate,Some college or associate's degree,Bachelor's degree or higher,High school graduate (or equivalency),LFPR rate total,LFPR 16 to 19 years,LFPR 20 to 24 years,LFPR 25 to 29 years,LFPR 30 to 34 years,LFPR 35 to 44 years,LFPR 45 to 54 years,LFPR 55 to 59 years,LFPR 60 to 64 years,LFPR 65 to 74 years,LFPR 75 years and over,LFPR White,LFPR Black,LFPR Hispanic,Unemployment rate total,Unemployment rate 16 to 19,Unemployment rate 20 to 24,Unemployment rate 25 to 29,Unemployment rate 30 to 34,Unemployment rate 35 to 44,Unemployment rate 45 to 54,Unemployment rate 55 to 59,Unemployment rate 60 to 64,Unemployment rate 65 to 74,Unemployment rate 75 years and over,Unemployment rate White,Unemployment rate Hispanic,Unemployment rate Black,Unemployment rate Male,Unemployment rate Female,Total Population,STEM,Service,Office,Infrastructure,Supply Chain,Margin,Result
316,12051,112.9,7.4,6.6,8.4,7.1,7.4,13.5,12.4,13.0,6.4,4.6,7.3,4.3,1.6,78.6,11.5,1.8,0.9,3.3,53.7,32.0,14804,0.1713124274099884,0.07513872757775197,0.21767324816105305,0.16840882694541232,0.050458123628855336,0.21922183507549362,61.8,40.6,76.4,79.5,74.9,77.6,82.1,60.3,51.9,22.9,7.4,48.9,58.1,72,7.4,28.4,5.4,13.5,5.7,7.2,5,3.9,3.3,2.2,2.8,5.7,7.1,16.9,5.6,7.8,11786,0.2182250127269642,0.1266757169523163,0.17478364160868828,0.30044120142541997,0.17987442728661124,-0.23006182380216383,R
317,12053,92.4,4.5,4.8,5.7,5.4,4.8,10.1,10.2,12.5,7.3,7.2,14.8,9.3,3.4,88.7,5.3,0.3,1.2,2.7,13.5,77.5,86898,0.09123439293569921,0.10002629233225813,0.06260781459416823,0.2066192549650825,0.10507313757302535,0.191530021354504,47.3,38.4,76.5,78.6,80.3,79.1,72,57.7,39.1,12.4,2.7,45.4,52.2,56.5,6.5,19,10.3,7.3,5.4,5.6,5.4,4.6,5.0,3.8,6.2,6.6,5.1,5.6,6.2,5.9,48451,0.3598068151328146,0.17479515386679326,0.2399744071329797,0.10986357350725476,0.11556005036015768,-0.3019867428067792,R
318,12055,94.9,4.7,4.4,5.2,4.8,4.5,9.5,8.7,9.9,6.5,6.7,16.9,13.4,4.8,80.8,9.7,0.2,1.4,2.1,20.1,67.1,55791,0.1076837111709164,0.08107923185695388,0.07356429320804635,0.1466952515622862,0.07814851981936778,0.18759978105186334,42.3,46,74.6,76.7,72.3,82.9,71.3,54.8,38.5,14.1,5.0,36.3,55.3,56.8,9.5,40.4,15.9,13.3,9.1,7.3,5.2,4.4,5.0,4.7,6.6,7.2,10.1,19.3,9.1,7.0,21524,0.3295855788886824,0.18346961531313882,0.2277457721613083,0.139054079167441,0.12014495446942948,-0.3437799501629289,R
319,12057,95.6,6.2,6.2,6.3,6.3,6.5,15.3,13.7,13.6,6.3,5.7,8.3,4.0,1.6,70.5,16.8,0.3,4.1,3.7,28.7,48.8,580511,0.10002986726635453,0.0726187443449845,0.06933685884202852,0.19469153262998848,0.24004058434428174,0.1772841870393633,65.1,32.9,74.7,85.7,84.2,84.5,81.9,71.3,54.9,23.9,6.0,63.1,66.8,68.2,5.5,19.4,9.2,5.7,5.6,4.4,3.8,4.5,4.2,3.8,5.1,4.2,6.2,8.2,4.8,5.4,505858,0.4323743026699192,0.1385566700536514,0.23867567578253185,0.09201791807186997,0.09837543342202752,0.06877060035418214,D
320,12059,118.7,4.7,5.4,5.9,5.5,5.9,13.1,11.8,13.8,7.2,6.6,11.1,6.9,1.8,88.7,7.0,1.4,0.7,1.6,2.8,86.7,8711,0.14684095860566448,0.13370681605975723,0.11839402427637721,0.18450046685340804,0.06872082166199814,0.26517273576097106,47.0,43.6,53.1,58.2,63.8,60.2,63.8,61.2,43.2,20.3,4.3,49,24.7,35.3,8.8,23.2,31.2,8.4,16.0,2.5,2.3,11.4,4.8,1.6,0,8.7,0,18.1,7.7,9.5,4886,0.3233729021694638,0.18051575931232092,0.17232910356119524,0.19300040933278756,0.1307818256242325,-0.7891486546096163,R
321,12061,92.4,4.2,4.7,4.4,5.0,4.7,8.7,9.1,11.5,7.1,8.3,16.9,10.6,4.8,86.4,8.9,0.3,1.3,2.1,12.4,75.3,80098,0.07012134927023374,0.06908858952356363,0.06264902875020883,0.16494540042221648,0.13541302796045138,0.15959175614719864,47.7,42.9,69.4,83.6,78.6,77.1,76.9,67.5,50.8,18.7,5.1,44.6,58.2,62.8,6.5,17.4,12.9,6.4,4.8,4.6,7.6,4.4,5.3,2.9,2.7,5.8,7.6,9.4,6.6,6.2,40571,0.3583840674373321,0.19154075571220822,0.23292499568657415,0.13029010869833133,0.08686007246555422,-0.21570719297525748,R
322,12063,121.7,5.0,4.8,5.4,5.7,6.0,13.5,13.6,13.3,7.3,6.2,10.9,6.3,2.1,68.9,26.8,0.7,0.3,2.2,4.9,65.3,21102,0.10525791426934668,0.08936710752447134,0.11669032852623976,0.20219681685720692,0.07594211561931805,0.24927146379735485,44.4,35.6,66.7,62.7,47.9,58.8,59.7,47.6,38.3,16.6,6.0,48.2,37.8,28.1,6.3,20.2,12.9,5.1,7.7,3.1,4.8,9.9,1.4,2.9,0,4.6,5.6,11.9,6.4,5.5,12210,0.33882063882063884,0.21932841932841932,0.18263718263718265,0.11506961506961506,0.14414414414414414,-0.38904500646772827,R
323,12065,110.4,4.3,4.9,4.6,3.9,4.7,11.5,12.9,14.2,7.1,8.9,14.1,6.2,2.6,62.8,34.6,0.5,0.3,1.2,4.1,59.6,6752,0.09151469731035057,0.07710883504038638,0.1116662503122658,0.1674577400283121,0.12798734282621368,0.23665584145224414,45.4,38.1,50.4,50.5,55.2,51.6,69.9,60.6,50.6,23.2,5.3,49.3,40.9,32.9,6.2,21.9,12.5,10,4.4,2.8,8.2,0.0,7.2,4.3,0,3.4,0,11.1,6.0,6.1,3932,0.38657171922685657,0.20040691759918616,0.23575788402848424,0.11775178026449644,0.0595116988809766,-0.06886758963436279,R
324,12067,145.9,5.3,8.0,3.7,7.1,7.2,15.5,14.1,13.7,6.3,5.4,7.7,5.1,0.9,80.2,16.1,0.2,0.0,3.1,15.7,66.2,3193,0.07717499644026769,0.043571123451516446,0.1661683041435284,0.1710095400825858,0.06820447102377901,0.27096682329488825,39.5,9.7,55.6,63.4,39.3,50.0,45.8,52.6,30.4,10.8,6.6,41.8,38.4,28.7,9.8,53.3,7.2,20,21.1,6.4,4.8,3.5,0.0,9.7,0,10.1,0,15.3,14.7,2.0,2036,0.26031434184675833,0.16404715127701375,0.25294695481335955,0.1881139489194499,0.13457760314341846,-0.7156916347731,R
325,12069,94.1,4.9,5.0,6.0,5.3,4.8,10.8,10.8,12.3,6.4,7.1,14.4,9.2,2.9,82.5,10.9,0.4,2.0,2.2,15.6,69.7,157039,0.0709206985259469,0.08153541671757031,0.0597405135973807,0.2000844709570001,0.1378412434683356,0.17497704972965802,52.5,36.9,81.7,81.2,83.1,80.2,78.4,65.8,48.2,17.7,5.8,49.2,58,64.7,5.5,19,9.2,6.2,3.5,4.0,5.2,4.1,3.2,6.1,3,5.2,5.2,7.7,4.7,5.2,101072,0.3732190913408263,0.1721545037201203,0.23992797213867342,0.10710186797530473,0.1075965648250752,-0.20043158522388482,R
326,12071,96.0,4.7,4.8,5.3,5.1,4.9,10.9,10.3,11.9,6.8,7.3,15.5,9.3,3.3,84.4,8.6,0.2,1.6,1.8,21.4,67.2,394047,0.07727545821648725,0.061466002825245517,0.07032992875677922,0.16776546274267876,0.14487195388116894,0.17705140368312794,52.6,38.7,78.5,80.7,82.4,83.8,78.9,67.8,48.3,19.9,6.1,47.5,64.9,66.8,5.3,13.5,8.4,6.2,5.6,4.0,4.6,5.0,4.1,3.8,4.6,4.9,5.6,6.8,4.5,5.8,214767,0.3464312487486439,0.17000749649620286,0.24325897367845153,0.14409103819488098,0.09621124288182076,-0.19180551359612488,R
327,12073,90.3,5.2,5.1,5.2,9.0,16.1,14.5,10.8,10.4,5.6,5.3,8.1,3.4,1.4,61.4,30.9,0.2,3.5,2.8,6.4,56.5,130005,0.16199939652713768,0.06994498476851028,0.03502209289348704,0.16336341053101477,0.2583979862193252,0.10057329921920531,65.4,37.3,72.8,85.6,86.1,83.6,82.5,72.9,57.3,30.1,8.4,64.3,67.2,66.6,7.2,31,10.1,6.1,5.3,4.1,4.6,4.9,3.0,2.5,0,5.6,8.8,10.3,6.6,5.5,95462,0.5274245249418616,0.1311516624415998,0.22748318702729883,0.056807944522427774,0.05713268106681192,0.2827243768758171,D
328,12075,95.3,5.0,6.3,4.9,5.4,5.0,10.7,10.1,12.4,7.7,8.2,14.4,7.1,2.6,87.6,8.8,0.2,0.9,2.5,8.4,79.8,20601,0.1377524910442819,0.11442246906890635,0.09118275685601614,0.19458743490171287,0.06995996267196485,0.2427526415605527,49.5,28,78.6,78.6,75.3,77.5,73.2,56.2,42.0,14.5,6.5,48.8,52.7,53,6.3,28.1,5.9,6.7,5.7,4.3,7.3,4.4,2.9,10.1,3.1,5.9,6.1,11,5.2,5.9,10577,0.2797579653966153,0.20780939774983453,0.230878320884939,0.16743878226340173,0.11411553370520941,-0.45556275653488876,R
329,12077,147.5,3.8,4.7,4.5,7.0,8.6,13.8,13.5,15.0,7.6,6.2,9.3,4.6,1.4,80.1,15.8,1.2,0.2,1.6,4.7,76.2,3621,0.08967051299874879,0.11219240928680661,0.11830946753788406,0.14833866258862782,0.08897539274294453,0.2952870846656472,35.0,18.6,16.3,63.9,27.9,59.3,47.5,39.9,35.1,10.4,2.0,38.9,16.7,17.7,7.9,48.4,4.3,17,5.4,1.8,8.2,6.7,0.0,0,0,7.6,67.3,0,9.0,2.5,1739,0.2806210465784934,0.17136285221391603,0.24266820011500861,0.1725129384703853,0.13283496262219666,-0.6043246279135075,R
330,12079,114.8,4.9,5.2,5.4,6.2,4.6,14.3,11.9,13.3,7.6,6.4,12.2,6.0,1.9,58.0,38.6,0.3,0.9,0.6,5.5,54.4,8639,0.14033149171270717,0.09931751706207345,0.12187195320116997,0.17530061748456288,0.0864478388040299,0.2584985375365616,43.1,20.8,55.4,56.9,59.7,60.3,65.3,52.3,36.9,12.3,3.1,42.9,43.4,34.6,4.7,34.2,5.5,4.4,3.5,2.9,3.4,7.5,1.6,0.7,0,3.4,10.8,6.1,5.0,2.8,4647,0.27953518398967075,0.2253066494512589,0.20852162685603615,0.11986227673768023,0.166774262965354,-0.19498933901918977,R
331,12081,93.7,4.8,5.2,5.3,5.2,4.8,10.5,10.3,12.3,7.2,7.4,14.7,8.9,3.4,85.4,8.7,0.2,2.1,1.9,16.4,71.2,191000,0.0710359197326498,0.06458575357313043,0.06585024775988314,0.1790255919919521,0.1586099284595284,0.16761088461646273,53.8,45.4,79.7,81.2,81.0,84.3,79.3,67.2,51.7,20.1,5.8,50.1,60.5,69.2,5.9,18.4,9.4,9.7,6.1,3.6,5.2,3.4,3.5,3.5,6.1,4.7,6.3,12.8,5.8,5.1,113409,0.38986323836732534,0.15823259176961263,0.22842102478639262,0.11126982867320935,0.11221331640346004,-0.16049650162704301,R
332,12083,92.3,5.0,4.9,5.6,5.0,5.0,10.7,9.8,11.6,7.1,6.7,15.6,9.8,3.2,81.9,12.9,0.3,1.4,2.3,13.2,70.3,168985,0.09347284470502214,0.08126616386605826,0.06954355273313204,0.170666729855253,0.10238582048122621,0.20683655369450124,46.5,30.6,69.7,78.2,72.1,75.1,71.9,60.4,43.8,17.0,4.1,43.6,51.4,57.7,8.3,23.4,20.1,7.5,7.9,7.8,5.9,8.2,2.6,3.6,5.5,7.3,9.4,12.7,9.8,6.6,87878,0.32673706729784474,0.1880220305423428,0.251837775097294,0.11901727394797333,0.11438585311454516,-0.25916937409480567,R
333,12085,97.9,4.1,4.1,5.3,5.0,4.5,9.1,9.2,12.7,7.6,8.0,15.1,10.4,5.0,88.1,5.7,0.6,1.4,1.7,13.6,78.3,80153,0.05977223307411639,0.06326613349058342,0.05404488998636347,0.18366564699812038,0.18052555928205508,0.12690082187741863,51.1,42.7,80.6,79.6,78.7,75.1,77.5,71.4,59.8,22.8,5.4,48.8,51.5,67.1,4.5,7.2,10.2,2.3,4.2,5.2,3.9,2.9,3.2,5.3,2.9,3.8,5.8,11.9,4.5,4.3,44990,0.42647254945543456,0.16223605245610134,0.22256056901533675,0.11335852411647032,0.07537230495665703,-0.24588254360553452,R
334,12086,94.5,5.9,5.4,5.7,5.8,6.3,14.3,13.8,14.7,6.6,5.6,8.5,5.2,2.3,75.1,17.4,0.2,1.6,1.7,68.5,13.2,1024194,0.10283364278244453,0.04964022298436856,0.09179936475067663,0.17811824470629334,0.214797806720031,0.18645866376811726,62.7,21.8,67.6,80.8,82.8,83.6,81.4,74.6,59.5,26.2,5.6,60.8,60.1,63.6,5.3,18.2,9.8,6.9,5.5,4.2,3.9,4.2,4.3,3.5,2.9,4.2,4.4,10.7,4.8,5.5,989595,0.3543227279846806,0.18496455620733734,0.2426629075530899,0.1028097352957523,0.11524007295913985,0.07350434295514585,D
335,12087,108.8,4.6,3.7,4.4,4.1,4.7,12.4,12.2,15.0,8.2,8.5,13.8,6.3,2.0,88.0,7.3,0.1,1.4,1.2,24.3,66.3,53518,0.0654478531339833,0.05092247555021522,0.049188556131838715,0.19889880907113633,0.21754604772841346,0.18387150744520664,64.5,38.2,81.5,89.4,87.8,86.4,84.1,76.1,58.2,33.1,10.0,62.1,72.2,68.8,2.9,4.8,3.6,5.1,1.1,2.6,2.9,3.2,3.7,1.2,0,2.7,2.2,6.1,3.4,2.6,28831,0.33991190038500224,0.22115084457701778,0.2122021435260657,0.15320314938781174,0.07353196212410253,-0.07936871473484769,R
336,12089,98.4,5.1,5.3,5.9,5.6,4.7,11.3,11.8,13.2,7.8,7.9,13.4,6.5,1.7,90.3,6.1,0.5,1.0,1.2,4.3,87.1,38975,0.06942866299565889,0.09144014217871398,0.05006846720857734,0.20433819887538968,0.16845846808262682,0.20642135011508317,57.9,45.3,84.2,84.8,84.2,83.8,77.5,65.7,49.7,20.0,5.9,56.9,54.4,72,3.9,11,9.3,2.6,5.0,2.7,2.7,4.6,2.1,1.9,2.5,3.4,4.1,13.9,3.5,4.0,26150,0.38149139579349906,0.14791586998087955,0.21579349904397704,0.12294455066921606,0.1318546845124283,-0.4591317950723504,R
337,12091,103.0,6.6,6.0,6.2,5.4,7.1,16.0,12.0,11.9,7.1,6.1,9.2,4.9,1.7,78.2,9.8,0.4,3.0,5.0,9.3,73.6,97058,0.07351607129722705,0.09137715448549782,0.04938460784073357,0.2504413170863265,0.20392527030671537,0.15842670458724595,63.8,46.5,86,82.5,81.1,80.1,79.9,71.2,51.7,24.5,5.7,62.7,66.4,72.3,5.3,12.3,8.5,6.4,4.6,4.9,4.5,4.6,2.5,2.8,3.3,4.5,9.5,6.3,5.1,5.2,61708,0.4321967978220004,0.1668341219939068,0.20733130226226745,0.10964542684903092,0.08399235107279446,-0.39141381591950025,R
338,12093,117.2,6.0,5.9,5.8,6.2,5.7,12.5,12.0,13.3,6.6,6.2,10.4,6.8,2.5,85.4,8.3,0.5,1.0,2.0,25.5,63.2,18679,0.11587353812101815,0.09580354739329405,0.1494930158825113,0.16836658391409684,0.0673885083600036,0.23740017348129094,49.1,35.6,68.3,66.5,69.7,66.7,68.5,60.8,50.1,9.0,5.1,47.3,29.3,59.9,6.7,31.4,8.1,10.6,4.6,4.6,2.7,8.2,3.1,10.3,0,5.9,7.6,15.9,6.3,4.4,11112,0.23236141108711303,0.20140388768898487,0.16531677465802735,0.2257919366450684,0.17512598992080633,-0.4437758555848063,R
339,12095,96.3,6.1,6.1,6.3,6.6,7.8,16.8,14.2,13.2,6.0,5.1,7.0,3.3,1.3,63.6,20.9,0.2,5.2,3.6,31.6,40.0,535981,0.10131424242115887,0.07052986901978996,0.06752802721176537,0.2119910860561904,0.24964315547690433,0.1620689304285002,67.2,26.7,74.1,85.0,85.2,83.6,82.2,72.6,60.3,26.4,6.2,66.2,69.1,67.7,5.1,21.6,8.1,5.6,4.8,4.3,3.7,3.4,2.9,4.5,6.6,3.7,5.1,8.1,4.8,4.6,488953,0.4161013430738742,0.16519174644597742,0.23210206297946837,0.0851145202095089,0.10149032729117113,0.23110180212325243,D
340,12097,97.3,6.4,6.6,7.3,7.1,6.8,14.4,14.5,13.3,5.6,5.3,7.9,3.8,1.3,72.8,11.5,0.4,2.7,3.9,54.1,31.7,149427,0.09749156371746781,0.09307428273494865,0.06891682477153244,0.24487667820470116,0.152551884947934,0.20905687430301098,63.1,29.2,78.4,82.9,82.7,81.3,79,62.7,52.7,22.9,5.3,61.2,63,64.5,5.3,22.8,5.2,5.8,2.5,5.4,4.3,6.0,4.4,2.7,4.9,4.5,5,8.5,4.6,5.1,113996,0.30422120074388576,0.2074020141057581,0.22986771465665462,0.113749605249307,0.14475946524439454,0.1381208100396669,D
341,12099,94.1,5.1,5.3,5.4,5.6,5.4,11.9,11.5,13.0,6.7,6.4,11.5,8.1,4.0,73.5,18.7,0.2,2.7,2.3,22.4,54.6,686410,0.07344879823835329,0.052038116405787,0.07036887560219597,0.1720022127439916,0.21460246640401975,0.1397357694340488,59.8,39.5,79.4,85.2,84.1,84.4,82.8,74.8,60.2,27.8,7.5,53.2,68.7,70,5.9,22.5,10,6,6.3,4.8,4.4,4.5,3.7,3.7,4.5,4.5,5.9,9.9,5.3,5.5,474170,0.41234789210620665,0.18220680346711096,0.22335027521774892,0.0995613387603602,0.0825336904485733,0.12786649041981069,D
342,12101,94.8,5.2,5.6,5.9,5.7,5.0,11.1,12.1,13.4,6.9,6.5,12.4,7.6,2.5,86.9,5.8,0.4,2.6,2.7,15.2,74.6,243451,0.08113975513653704,0.0850149411756511,0.05637942924012455,0.20536860704591944,0.15877814385786496,0.1890250273399135,53.9,33.7,74.2,80.6,78.5,79.7,76.3,66.7,47.4,17.0,4.3,50.7,63.2,65.5,5.7,20.1,11,6.5,6.1,4.2,4,4.3,4.6,4.3,5.9,5.5,6.2,6.6,5.8,4.7,159614,0.4051837558108938,0.14419787737917727,0.24793564474294236,0.10939516583758317,0.09328755622940343,-0.20050998443553997,R
343,12103,92.4,4.4,4.5,4.6,4.7,5.0,12.0,11.0,13.7,8.0,7.9,13.0,7.6,3.7,81.5,10.3,0.3,3.4,3.1,9.7,74.0,509132,0.07803396058129503,0.07459839649439161,0.04919218799988366,0.2012767937643603,0.20198814336542284,0.16143758058730573,58.2,41.7,78.5,83.5,83.6,84.0,81.4,72.4,55.4,24.2,5.7,56,63.7,68.4,5.4,14.7,10,5.8,5.5,5.0,4.1,3.9,4.3,4.3,4,4.8,5.4,9.3,5.7,4.6,322633,0.43462076105048153,0.14604829636150052,0.2536442335408963,0.07170066298239795,0.0939860460647237,0.002217199824910892,D
344,12105,96.1,5.8,6.0,6.5,6.3,6.1,12.9,11.8,12.1,6.2,6.1,11.4,6.7,2.1,77.1,15.3,0.3,1.8,2.5,22.5,58.9,295456,0.09550978148329792,0.08598441501825514,0.08865820209616188,0.19199680308066772,0.12364448803879897,0.2076835049861043,55.2,30.1,72.8,77.7,77.4,79.6,76.5,65.3,49.5,18.6,6.0,51.8,58.9,62,5.9,19.4,11,6.5,6.2,4.6,4.7,4.1,2.4,3.9,3.4,5.4,5.1,9.2,5.3,5.8,208601,0.3221173436368953,0.17069908581454546,0.2331244816659556,0.12312500898845163,0.150934079894152,-0.14431503018155545,R
345,12107,98.0,5.7,5.6,6.5,5.5,5.4,11.0,10.3,12.0,8.1,7.3,13.3,7.4,2.0,80.3,16.3,0.4,0.6,1.9,10.0,71.5,37415,0.15137436434593096,0.09481171123988444,0.10809075704076633,0.17999358010508354,0.06430031592640773,0.24978459563109257,47.9,29.6,65.8,69.9,73.5,70.4,72.5,63.9,36.1,14.8,4.1,46.7,47.7,59.6,8.7,27,14.5,7.8,9.7,8.7,7.9,6.8,3.6,3.3,3.2,7.6,8.8,14.8,8.0,8.9,18250,0.25786301369863013,0.1933150684931507,0.20893150684931508,0.18295890410958904,0.15693150684931506,-0.4120364006268386,R
346,12109,94.8,5.0,6.0,6.7,6.4,4.9,9.7,12.8,14.3,7.6,6.7,12.1,5.6,2.1,88.4,5.4,0.4,2.7,2.4,7.0,82.6,107258,0.06357808739964814,0.05906857293077997,0.030120725566722614,0.18410143374249258,0.2926887221694202,0.12586701987826332,59.9,37.4,73.5,80.0,83.1,83.8,81.8,72.5,53.9,24.0,6.9,59,63.8,66.2,4.6,14.4,5.7,5.1,2.5,4.9,3.8,4.6,3.7,4,4.2,4.4,4.7,5.1,3.8,4.9,79039,0.5246397348144587,0.11586685054213743,0.22261162211060362,0.06453775984007895,0.07234403269272131,-0.2666485488783957,R
347,12111,95.3,5.2,5.2,6.1,5.6,5.3,11.3,11.1,12.5,7.3,6.6,13.0,8.0,2.8,73.1,20.2,0.4,2.0,2.4,19.0,57.3,141628,0.08360683720894144,0.07246106934196131,0.07648797746793604,0.19806723927903602,0.1217383208025884,0.19692279043783897,54.5,34.7,75.9,81.6,81.7,81.2,76.8,67.9,49.8,20.4,5.0,49.3,61.2,64.4,5.7,15.7,10.7,4.6,5.5,3.7,4.9,3.8,5.4,7.4,5.3,5.5,5.2,6.9,4.8,5.6,93412,0.30930715539759346,0.19906436003939537,0.22891063246692073,0.14444610970753222,0.11827174238855821,-0.01564741620152292,R
348,12113,104.5,5.7,5.7,6.7,6.2,5.8,13.4,13.1,14.1,7.1,6.4,9.6,4.8,1.4,85.4,6.2,0.5,2.0,4.1,5.6,82.4,71649,0.06421711602760191,0.09269403144340897,0.05462758767873657,0.26237461762822795,0.1888027317350786,0.16686348438500392,59.1,40.7,77.2,78.5,78.7,76.4,72.9,69.3,48.8,20.0,5.1,59.4,45.7,71.5,5.4,18.4,9.4,7.6,4.9,3.3,4.7,3.0,3.7,3.3,0,5.1,6.8,7.7,5.3,4.6,53598,0.41620956005821114,0.13222508302548602,0.22342251576551364,0.12239262659054442,0.10575021456024479,-0.46548144545862635,R
349,12115,91.2,3.6,3.9,4.2,4.3,4.1,8.4,8.5,11.5,7.2,8.3,18.3,12.3,5.5,90.9,4.5,0.2,1.7,1.8,9.2,83.0,240766,0.05346072337396323,0.05363528009535161,0.035151359769585125,0.1510161110398944,0.16154679074740277,0.15364809910457858,48.5,46.4,75.1,85.3,82.0,84.6,80.1,69.8,51.0,21.7,6.3,45.9,61.1,68.4,4.4,9.3,8.3,7.5,4.0,3.6,2.9,3.0,4.5,3.8,3.3,4.3,3.7,8.6,4.3,4.2,116793,0.38409836205937,0.16863168169325216,0.25558894796777204,0.10353360218506247,0.08814740609454334,-0.10444423912039176,R
350,12117,93.5,5.3,6.1,5.9,6.1,6.2,14.5,13.7,14.1,6.8,6.2,9.0,4.2,2.1,75.8,12.0,0.3,4.5,3.1,21.4,60.3,190156,0.07477832171369095,0.06086403288105905,0.033117977303763806,0.23293323430682777,0.27885810726274235,0.13347548428486625,65.3,31,71.4,83.4,83.7,83.7,82.7,77.5,60.4,28.9,7.5,64.5,67,67.1,5.0,18.1,9.8,5.9,4.6,3.8,3.7,3.0,3.8,4.7,2.7,4,5.7,7.7,4.8,4.4,168565,0.49698335953489753,0.11551626968825082,0.23967608934239018,0.07161035802212797,0.07621392341233352,0.027939343979449034,D
351,12119,100.1,1.8,1.7,2.5,2.3,2.0,5.5,6.4,6.7,5.8,8.7,33.8,18.6,4.4,89.0,7.1,0.3,0.9,1.5,5.7,85.0,70800,0.035539110966793706,0.040589270760343854,0.04231538290636269,0.11215456394305538,0.07267615743509989,0.12570710782219335,22.5,32,66.8,59.6,43.1,48.9,50.9,45.9,30.3,9.9,5.0,21.9,24.8,28.8,3.7,13.3,7.3,7.5,1.3,4.0,3.9,1.5,3.7,1.5,2.2,3.6,4.1,5.3,5.1,3.0,14270,0.33973370707778555,0.18220042046250876,0.24148563419761737,0.12936229852838121,0.10721793973370708,-0.36135589555062986,R
352,12121,105.7,5.0,6.9,6.5,5.2,5.7,10.7,12.4,13.2,7.4,6.5,11.8,6.7,2.1,82.7,12.9,0.1,0.1,3.1,9.3,75.5,19401,0.10072587651691377,0.1214091533309044,0.11193632465457806,0.17451865138308903,0.0958493315770298,0.2370449258709117,50.0,43.7,82.8,64.8,68.1,74.8,59.2,64.1,38.6,16.7,4.2,47.5,57.5,58.7,6.0,15.3,4.2,3.8,2.6,12.0,4.1,2.6,1.9,0.2,24.1,4.1,5.2,16.2,5.7,5.5,12137,0.31375133888110734,0.19658894290187032,0.17195353052648923,0.17599077201944469,0.14171541567108842,-0.566319988602365,R
353,12123,127.4,4.6,5.6,6.5,5.3,4.3,15.0,12.9,12.4,6.0,7.6,11.8,6.7,1.2,76.3,20.1,0.3,0.8,0.8,6.4,72.1,11112,0.10088348978464937,0.10993926007730535,0.14417448923246826,0.17266703478741027,0.05720596355604638,0.27730535615681945,37.7,35.2,60.3,36.7,42.2,50.6,54,47.3,37.1,15.2,4.1,43.3,23.3,20.7,5.9,4.3,9.3,17.9,15.8,0.0,5.1,0.0,5.5,2.6,0,5.6,0,10,7.5,5.2,4538,0.2373292199206699,0.1978845306302336,0.23292199206698985,0.14455707360070516,0.1873071837814015,-0.5383627925348079,R
354,12125,187.4,5.8,5.7,4.4,4.9,5.8,16.1,15.3,13.0,7.7,6.3,10.1,3.7,1.2,73.6,21.9,0.8,0.6,1.7,5.6,69.5,4608,0.07076995823153913,0.05374734021593506,0.17243281582473008,0.19780912601465836,0.06746000472850501,0.26589959807707464,31.3,44.1,34.8,30.6,34.1,33.9,45.6,35.1,24.3,13.9,6.9,37.7,16.9,11.7,6.9,5,24.4,6.1,3.9,3.7,9.4,0.5,10.7,2.8,0,5.2,19,15.5,7.2,7.6,2787,0.30821672048797993,0.2393254395407248,0.20667384284176535,0.09185504126300682,0.15392895586652314,-0.6533226581265013,R
355,12127,95.1,4.7,5.0,4.9,5.5,5.8,11.6,10.5,12.6,7.6,7.6,13.5,7.4,3.2,81.4,10.9,0.3,1.8,2.1,13.9,71.7,260720,0.0933721564737513,0.09225429746095778,0.051368493607657995,0.21954662642963343,0.13812186430605478,0.1825136805176615,52.7,29,67.2,80.0,79.7,80.3,76.8,63.9,50.3,19.4,5.7,50.9,58.5,57.4,4.9,16.1,8.9,5.1,4.0,4.8,3.4,4.1,3.4,3.5,4.1,4.3,6.1,6.9,5.0,4.2,159938,0.3487351348647601,0.17134764721329515,0.24556390601358027,0.12237867173529743,0.11197464017306706,-0.14066530271045638,R
356,12129,118.7,4.7,5.9,6.2,6.3,4.7,13.0,15.1,15.0,7.5,7.1,9.2,4.2,1.2,82.2,15.1,0.2,0.5,0.9,3.7,79.6,13479,0.07411190557257973,0.08531002913025384,0.08739076154806492,0.23591722468126963,0.12684901448946392,0.25456815344455797,54.5,31.8,61.3,73.4,72.2,68.0,69,63.4,43.5,21.4,5.5,58.7,36.5,40.6,5.5,25.2,12.6,7.6,3.7,6.3,3.7,0.0,2.6,2.7,0,5.2,0,9.8,5.2,4.6,10944,0.40880847953216376,0.1941703216374269,0.19691154970760233,0.13514254385964913,0.0649671052631579,-0.40876983264507716,R
